Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
3,2023-01-13,CUST003,Male,50,Electronics,1,30,30
14,2023-01-17,CUST014,Male,64,Clothing,4,30,120
15,2023-01-16,CUST015,Female,42,Electronics,4,500,2000
21,2023-01-14,CUST021,Female,50,Beauty,1,500,500
32,2023-01-04,CUST032,Male,30,Beauty,3,30,90
49,2023-01-23,CUST049,Female,54,Electronics,2,500,1000
64,2023-01-24,CUST064,Male,49,Clothing,4,25,100
101,2023-01-29,CUST101,Male,32,Clothing,2,300,600
103,2023-01-17,CUST103,Female,59,Clothing,1,25,25
134,2023-01-25,CUST134,Male,49,Electronics,1,50,50
150,2023-01-06,CUST150,Female,58,Electronics,4,30,120
163,2023-01-02,CUST163,Female,64,Clothing,3,50,150
180,2023-01-01,CUST180,Male,41,Clothing,3,300,900
184,2023-01-10,CUST184,Male,31,Electronics,4,50,200
189,2023-01-30,CUST189,Male,63,Beauty,1,50,50
225,2023-01-11,CUST225,Female,57,Beauty,4,25,100
231,2023-01-04,CUST231,Female,23,Clothing,3,50,150
235,2023-01-31,CUST235,Female,23,Electronics,2,500,1000
238,2023-01-17,CUST238,Female,39,Beauty,1,500,500
264,2023-01-28,CUST264,Male,47,Clothing,3,300,900
288,2023-01-26,CUST288,Male,28,Clothing,4,30,120
291,2023-01-08,CUST291,Male,60,Clothing,2,300,600
300,2023-01-31,CUST300,Female,19,Electronics,4,50,200
303,2023-01-02,CUST303,Male,19,Electronics,3,30,90
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30
367,2023-01-05,CUST367,Female,57,Electronics,1,50,50
391,2023-01-05,CUST391,Male,19,Beauty,2,25,50
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200
499,2023-01-15,CUST499,Male,46,Beauty,2,30,60
505,2023-01-20,CUST505,Male,24,Beauty,1,50,50
519,2023-01-23,CUST519,Female,36,Electronics,4,30,120
522,2023-01-01,CUST522,Male,46,Beauty,3,500,1500
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200
591,2023-01-13,CUST591,Male,53,Electronics,4,25,100
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000
610,2023-01-03,CUST610,Female,26,Beauty,2,300,600
618,2023-01-26,CUST618,Female,27,Beauty,1,50,50
679,2023-01-11,CUST679,Female,18,Beauty,3,30,90
683,2023-01-04,CUST683,Male,38,Beauty,2,500,1000
697,2023-01-15,CUST697,Male,53,Clothing,1,500,500
708,2023-01-14,CUST708,Female,43,Beauty,3,300,900
713,2023-01-14,CUST713,Male,34,Beauty,3,25,75
720,2023-01-26,CUST720,Female,56,Beauty,3,500,1500
734,2023-01-10,CUST734,Female,27,Clothing,1,30,30
736,2023-01-27,CUST736,Male,29,Clothing,4,25,100
742,2023-01-21,CUST742,Female,38,Electronics,4,500,2000
743,2023-01-16,CUST743,Female,34,Beauty,4,500,2000
746,2023-01-11,CUST746,Female,33,Clothing,3,30,90
768,2023-01-14,CUST768,Female,24,Beauty,3,25,75
787,2023-01-22,CUST787,Male,41,Electronics,1,25,25
797,2023-01-07,CUST797,Male,40,Clothing,3,25,75
831,2023-01-15,CUST831,Male,27,Electronics,4,25,100
845,2023-01-06,CUST845,Male,54,Clothing,1,500,500
860,2023-01-09,CUST860,Male,63,Clothing,4,50,200
907,2023-01-08,CUST907,Female,45,Electronics,1,25,25
912,2023-01-24,CUST912,Male,51,Beauty,3,50,150
913,2023-01-28,CUST913,Male,29,Electronics,3,30,90
921,2023-01-07,CUST921,Male,51,Electronics,3,25,75
929,2023-01-27,CUST929,Female,23,Beauty,3,25,75
940,2023-01-28,CUST940,Female,20,Electronics,1,30,30
964,2023-01-31,CUST964,Male,24,Clothing,3,300,900
979,2023-01-02,CUST979,Female,19,Beauty,1,25,25
986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000
