Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
36,2023-06-24,CUST036,Male,52,Beauty,3,300,900
40,2023-06-22,CUST040,Male,45,Beauty,1,50,50
46,2023-06-26,CUST046,Female,20,Electronics,4,300,1200
100,2023-06-16,CUST100,Male,41,Electronics,1,30,30
104,2023-06-11,CUST104,Female,34,Beauty,2,500,1000
110,2023-06-11,CUST110,Male,27,Clothing,3,300,900
157,2023-06-24,CUST157,Male,62,Electronics,4,500,2000
170,2023-06-02,CUST170,Female,25,Clothing,2,25,50
182,2023-06-15,CUST182,Male,62,Beauty,4,30,120
187,2023-06-07,CUST187,Female,64,Clothing,2,50,100
212,2023-06-09,CUST212,Male,21,Clothing,3,500,1500
224,2023-06-23,CUST224,Female,25,Clothing,1,50,50
239,2023-06-19,CUST239,Male,38,Electronics,3,500,1500
271,2023-06-23,CUST271,Female,62,Beauty,4,30,120
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50
556,2023-06-04,CUST556,Female,18,Electronics,1,50,50
560,2023-06-05,CUST560,Female,25,Electronics,1,50,50
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900
583,2023-06-21,CUST583,Female,24,Electronics,4,25,100
587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500
669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000
685,2023-06-02,CUST685,Male,57,Electronics,2,25,50
699,2023-06-22,CUST699,Female,37,Clothing,4,30,120
723,2023-06-17,CUST723,Female,54,Beauty,4,50,200
726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200
727,2023-06-22,CUST727,Male,55,Beauty,3,300,900
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50
765,2023-06-09,CUST765,Male,43,Clothing,4,50,200
769,2023-06-09,CUST769,Female,31,Electronics,4,30,120
782,2023-06-04,CUST782,Male,59,Clothing,3,300,900
788,2023-06-27,CUST788,Female,52,Beauty,3,300,900
796,2023-06-24,CUST796,Male,43,Beauty,4,30,120
819,2023-06-15,CUST819,Female,35,Beauty,2,50,100
830,2023-06-22,CUST830,Female,64,Clothing,3,50,150
833,2023-06-16,CUST833,Male,42,Beauty,4,50,200
839,2023-06-24,CUST839,Female,20,Electronics,4,300,1200
867,2023-06-06,CUST867,Male,21,Electronics,1,500,500
874,2023-06-26,CUST874,Male,60,Beauty,1,30,30
877,2023-06-19,CUST877,Female,58,Clothing,1,25,25
878,2023-06-30,CUST878,Female,20,Clothing,1,30,30
882,2023-06-06,CUST882,Female,64,Electronics,2,25,50
887,2023-06-11,CUST887,Male,59,Clothing,4,25,100
902,2023-06-01,CUST902,Female,54,Beauty,1,50,50
906,2023-06-04,CUST906,Female,20,Clothing,1,50,50
927,2023-06-24,CUST927,Male,43,Electronics,4,500,2000
944,2023-06-05,CUST944,Male,44,Clothing,2,25,50
958,2023-06-02,CUST958,Male,62,Electronics,2,25,50
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200
