Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
13,2023-08-05,CUST013,Male,22,Electronics,3,500,1500
27,2023-08-03,CUST027,Female,38,Beauty,2,25,50
29,2023-08-18,CUST029,Female,42,Electronics,1,30,30
35,2023-08-05,CUST035,Female,58,Beauty,3,300,900
50,2023-08-24,CUST050,Female,27,Beauty,3,25,75
73,2023-08-21,CUST073,Male,29,Electronics,3,30,90
92,2023-08-25,CUST092,Female,51,Electronics,4,30,120
116,2023-08-23,CUST116,Female,23,Clothing,1,30,30
125,2023-08-08,CUST125,Male,48,Clothing,2,50,100
140,2023-08-05,CUST140,Male,38,Electronics,1,30,30
146,2023-08-28,CUST146,Male,38,Clothing,4,50,200
160,2023-08-11,CUST160,Female,43,Clothing,2,50,100
162,2023-08-21,CUST162,Male,39,Clothing,2,30,60
206,2023-08-05,CUST206,Male,61,Clothing,1,25,25
217,2023-08-13,CUST217,Female,35,Electronics,4,50,200
219,2023-08-20,CUST219,Female,53,Electronics,3,30,90
251,2023-08-31,CUST251,Female,57,Beauty,4,50,200
253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000
259,2023-08-09,CUST259,Female,45,Clothing,4,50,200
261,2023-08-05,CUST261,Male,21,Clothing,2,25,50
263,2023-08-28,CUST263,Male,23,Beauty,2,30,60
277,2023-08-18,CUST277,Male,36,Clothing,4,25,100
279,2023-08-05,CUST279,Male,50,Clothing,1,500,500
282,2023-08-25,CUST282,Female,64,Electronics,4,50,200
285,2023-08-15,CUST285,Female,31,Electronics,1,25,25
306,2023-08-21,CUST306,Male,54,Electronics,1,50,50
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500
574,2023-08-31,CUST574,Female,63,Electronics,2,25,50
597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500
648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200
667,2023-08-01,CUST667,Female,29,Electronics,1,500,500
671,2023-08-27,CUST671,Male,62,Electronics,3,50,150
672,2023-08-01,CUST672,Female,34,Beauty,2,50,100
