Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
10,2023-10-07,CUST010,Female,52,Clothing,4,50,200
12,2023-10-30,CUST012,Male,35,Beauty,3,25,75
22,2023-10-15,CUST022,Male,18,Clothing,2,50,100
26,2023-10-07,CUST026,Female,28,Electronics,2,500,1000
30,2023-10-29,CUST030,Female,39,Beauty,3,300,900
51,2023-10-02,CUST051,Male,27,Beauty,3,25,75
55,2023-10-10,CUST055,Male,31,Beauty,4,30,120
60,2023-10-23,CUST060,Male,30,Beauty,3,50,150
89,2023-10-01,CUST089,Female,55,Electronics,4,500,2000
97,2023-10-13,CUST097,Female,51,Beauty,2,500,1000
109,2023-10-18,CUST109,Female,34,Electronics,4,500,2000
121,2023-10-15,CUST121,Female,28,Electronics,4,50,200
122,2023-10-03,CUST122,Male,64,Electronics,4,30,120
124,2023-10-27,CUST124,Male,33,Clothing,4,500,2000
126,2023-10-26,CUST126,Female,28,Clothing,3,30,90
149,2023-10-11,CUST149,Male,22,Clothing,3,25,75
154,2023-10-02,CUST154,Male,51,Electronics,3,300,900
178,2023-10-04,CUST178,Male,40,Clothing,2,30,60
191,2023-10-18,CUST191,Male,64,Beauty,1,25,25
201,2023-10-09,CUST201,Male,56,Electronics,1,25,25
208,2023-10-04,CUST208,Female,34,Electronics,4,50,200
226,2023-10-29,CUST226,Female,61,Clothing,1,50,50
227,2023-10-11,CUST227,Male,36,Electronics,2,50,100
229,2023-10-29,CUST229,Male,58,Beauty,3,30,90
247,2023-10-04,CUST247,Male,41,Electronics,2,30,60
249,2023-10-20,CUST249,Male,20,Clothing,1,50,50
250,2023-10-23,CUST250,Male,48,Electronics,1,50,50
276,2023-10-02,CUST276,Female,21,Beauty,4,25,100
286,2023-10-09,CUST286,Male,55,Electronics,2,25,50
290,2023-10-04,CUST290,Female,30,Beauty,2,300,600
310,2023-10-12,CUST310,Female,28,Beauty,1,25,25
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75
370,2023-10-16,CUST370,Male,23,Electronics,2,30,60
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600
385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200
456,2023-10-14,CUST456,Male,57,Electronics,2,30,60
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100
524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200
546,2023-10-11,CUST546,Female,36,Electronics,4,50,200
555,2023-10-19,CUST555,Male,25,Beauty,1,300,300
558,2023-10-08,CUST558,Female,41,Clothing,1,25,25
564,2023-10-24,CUST564,Male,50,Electronics,2,50,100
600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000
619,2023-10-13,CUST619,Male,47,Electronics,4,25,100
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50
634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000
656,2023-10-04,CUST656,Male,29,Beauty,3,30,90
670,2023-10-05,CUST670,Male,27,Beauty,1,30,30
677,2023-10-27,CUST677,Female,19,Beauty,3,500,1500
680,2023-10-22,CUST680,Female,53,Clothing,3,300,900
688,2023-10-03,CUST688,Male,56,Clothing,4,25,100
689,2023-10-07,CUST689,Male,57,Electronics,2,50,100
707,2023-10-01,CUST707,Female,26,Clothing,1,500,500
710,2023-10-31,CUST710,Female,26,Electronics,3,500,1500
711,2023-10-16,CUST711,Male,26,Electronics,3,500,1500
735,2023-10-04,CUST735,Female,64,Clothing,4,500,2000
754,2023-10-16,CUST754,Female,43,Electronics,4,25,100
767,2023-10-24,CUST767,Male,39,Beauty,3,25,75
770,2023-10-22,CUST770,Male,32,Clothing,1,50,50
776,2023-10-31,CUST776,Male,35,Clothing,3,30,90
786,2023-10-17,CUST786,Male,48,Clothing,4,25,100
813,2023-10-03,CUST813,Male,52,Electronics,3,50,150
817,2023-10-31,CUST817,Male,30,Beauty,4,50,200
826,2023-10-19,CUST826,Female,46,Clothing,1,300,300
844,2023-10-12,CUST844,Male,35,Clothing,3,50,150
852,2023-10-12,CUST852,Female,41,Clothing,1,300,300
869,2023-10-25,CUST869,Male,37,Beauty,3,500,1500
872,2023-10-11,CUST872,Female,63,Beauty,3,25,75
876,2023-10-09,CUST876,Male,43,Clothing,4,30,120
889,2023-10-02,CUST889,Female,35,Electronics,1,50,50
896,2023-10-29,CUST896,Female,30,Electronics,2,25,50
909,2023-10-01,CUST909,Male,26,Electronics,1,300,300
914,2023-10-11,CUST914,Female,59,Electronics,1,500,500
922,2023-10-21,CUST922,Male,41,Electronics,1,50,50
937,2023-10-23,CUST937,Female,62,Beauty,1,500,500
943,2023-10-16,CUST943,Female,57,Clothing,4,300,1200
948,2023-10-13,CUST948,Female,23,Electronics,3,25,75
959,2023-10-29,CUST959,Female,42,Electronics,2,30,60
962,2023-10-19,CUST962,Male,44,Clothing,2,30,60
976,2023-10-10,CUST976,Female,48,Beauty,2,300,600
998,2023-10-29,CUST998,Female,23,Beauty,4,25,100
