Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
4,2023-05-21,CUST004,Male,37,Clothing,1,500,500
5,2023-05-06,CUST005,Male,30,Beauty,2,50,100
31,2023-05-23,CUST031,Male,44,Electronics,4,300,1200
37,2023-05-23,CUST037,Female,18,Beauty,3,25,75
48,2023-05-16,CUST048,Male,54,Electronics,3,300,900
56,2023-05-31,CUST056,Female,26,Clothing,3,300,900
67,2023-05-29,CUST067,Female,48,Beauty,4,300,1200
72,2023-05-23,CUST072,Female,20,Electronics,4,500,2000
81,2023-05-17,CUST081,Male,40,Electronics,1,50,50
90,2023-05-06,CUST090,Female,51,Electronics,1,30,30
94,2023-05-19,CUST094,Female,47,Beauty,2,500,1000
106,2023-05-18,CUST106,Female,46,Clothing,1,50,50
118,2023-05-16,CUST118,Female,30,Electronics,4,500,2000
120,2023-05-07,CUST120,Male,60,Beauty,1,50,50
123,2023-05-15,CUST123,Female,40,Electronics,2,30,60
148,2023-05-09,CUST148,Male,18,Clothing,2,30,60
155,2023-05-17,CUST155,Male,31,Electronics,4,500,2000
159,2023-05-31,CUST159,Male,26,Clothing,4,50,200
164,2023-05-15,CUST164,Female,47,Beauty,3,500,1500
188,2023-05-03,CUST188,Male,40,Clothing,3,25,75
190,2023-05-04,CUST190,Female,60,Beauty,3,30,90
203,2023-05-16,CUST203,Male,56,Clothing,2,500,1000
221,2023-05-07,CUST221,Male,39,Beauty,2,300,600
242,2023-05-02,CUST242,Male,21,Clothing,1,25,25
243,2023-05-23,CUST243,Female,47,Electronics,3,300,900
252,2023-05-05,CUST252,Male,54,Electronics,1,300,300
273,2023-05-08,CUST273,Female,22,Beauty,1,50,50
281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000
283,2023-05-08,CUST283,Female,18,Electronics,1,500,500
293,2023-05-02,CUST293,Male,50,Electronics,3,30,90
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30
307,2023-05-27,CUST307,Female,26,Electronics,2,25,50
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30
