Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
43,2023-07-14,CUST043,Female,48,Clothing,1,300,300
45,2023-07-03,CUST045,Female,55,Electronics,1,30,30
53,2023-07-13,CUST053,Male,34,Electronics,2,50,100
59,2023-07-05,CUST059,Male,62,Clothing,1,50,50
71,2023-07-14,CUST071,Female,51,Beauty,4,25,100
75,2023-07-06,CUST075,Male,61,Beauty,4,50,200
77,2023-07-09,CUST077,Female,47,Clothing,2,50,100
78,2023-07-01,CUST078,Female,47,Clothing,3,500,1500
93,2023-07-14,CUST093,Female,35,Beauty,4,500,2000
105,2023-07-25,CUST105,Female,22,Electronics,1,500,500
114,2023-07-22,CUST114,Female,22,Beauty,4,25,100
127,2023-07-24,CUST127,Female,33,Clothing,2,25,50
128,2023-07-05,CUST128,Male,25,Beauty,1,500,500
143,2023-07-17,CUST143,Female,45,Clothing,1,50,50
144,2023-07-15,CUST144,Female,59,Beauty,3,500,1500
176,2023-07-11,CUST176,Female,43,Beauty,2,50,100
186,2023-07-05,CUST186,Male,20,Clothing,4,50,200
213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500
216,2023-07-11,CUST216,Male,62,Electronics,2,50,100
254,2023-07-28,CUST254,Male,41,Electronics,1,500,500
260,2023-07-01,CUST260,Male,28,Beauty,2,30,60
262,2023-07-30,CUST262,Female,32,Beauty,4,30,120
270,2023-07-26,CUST270,Male,43,Electronics,1,300,300
295,2023-07-28,CUST295,Female,27,Beauty,3,300,900
299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100
668,2023-07-28,CUST668,Female,62,Electronics,3,50,150
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500
681,2023-07-14,CUST681,Female,43,Electronics,2,30,60
686,2023-07-19,CUST686,Female,28,Electronics,4,50,200
698,2023-07-19,CUST698,Female,64,Electronics,1,300,300
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600
709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000
722,2023-07-14,CUST722,Male,20,Beauty,3,300,900
728,2023-07-14,CUST728,Male,51,Electronics,3,50,150
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100
772,2023-07-12,CUST772,Male,26,Electronics,1,30,30
773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000
792,2023-07-09,CUST792,Female,20,Beauty,1,50,50
802,2023-07-05,CUST802,Female,46,Beauty,1,30,30
829,2023-07-14,CUST829,Male,61,Beauty,3,30,90
837,2023-07-01,CUST837,Male,18,Beauty,3,30,90
850,2023-07-28,CUST850,Female,26,Beauty,2,500,1000
864,2023-07-27,CUST864,Female,51,Electronics,1,500,500
870,2023-07-08,CUST870,Female,46,Electronics,4,30,120
904,2023-07-04,CUST904,Male,28,Clothing,1,500,500
934,2023-07-25,CUST934,Male,30,Beauty,1,500,500
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25
980,2023-07-29,CUST980,Female,31,Electronics,3,25,75
