Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
7,2023-03-13,CUST007,Male,46,Clothing,2,25,50
33,2023-03-23,CUST033,Female,50,Electronics,2,50,100
38,2023-03-21,CUST038,Male,38,Beauty,4,50,200
52,2023-03-05,CUST052,Female,36,Beauty,1,300,300
76,2023-03-25,CUST076,Female,22,Electronics,2,50,100
88,2023-03-29,CUST088,Male,56,Clothing,1,500,500
91,2023-03-25,CUST091,Female,55,Electronics,1,500,500
117,2023-03-15,CUST117,Male,19,Electronics,2,500,1000
119,2023-03-13,CUST119,Female,60,Clothing,3,50,150
130,2023-03-12,CUST130,Female,57,Clothing,1,500,500
136,2023-03-20,CUST136,Male,44,Electronics,2,300,600
138,2023-03-23,CUST138,Male,49,Clothing,4,50,200
161,2023-03-22,CUST161,Male,64,Beauty,2,500,1000
175,2023-03-20,CUST175,Female,31,Electronics,4,25,100
177,2023-03-24,CUST177,Male,45,Beauty,2,50,100
197,2023-03-06,CUST197,Female,42,Clothing,4,50,200
198,2023-03-07,CUST198,Female,54,Beauty,3,300,900
202,2023-03-26,CUST202,Female,34,Clothing,4,300,1200
220,2023-03-03,CUST220,Male,64,Beauty,1,500,500
248,2023-03-09,CUST248,Male,26,Clothing,3,300,900
278,2023-03-13,CUST278,Female,37,Clothing,4,25,100
294,2023-03-27,CUST294,Female,23,Clothing,3,30,90
301,2023-03-26,CUST301,Male,30,Clothing,4,30,120
313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100
514,2023-03-01,CUST514,Female,18,Electronics,1,300,300
536,2023-03-05,CUST536,Female,55,Beauty,4,30,120
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100
590,2023-03-17,CUST590,Male,36,Clothing,3,300,900
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150
636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25
659,2023-03-19,CUST659,Female,39,Electronics,1,30,30
663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200
703,2023-03-26,CUST703,Male,34,Electronics,2,50,100
705,2023-03-07,CUST705,Male,60,Electronics,2,25,50
717,2023-03-11,CUST717,Male,57,Clothing,1,500,500
748,2023-03-20,CUST748,Male,25,Clothing,3,50,150
750,2023-03-06,CUST750,Female,35,Clothing,3,25,75
760,2023-03-27,CUST760,Male,27,Beauty,1,500,500
764,2023-03-25,CUST764,Female,40,Clothing,1,25,25
785,2023-03-03,CUST785,Female,31,Beauty,4,50,200
806,2023-03-20,CUST806,Female,35,Beauty,3,300,900
885,2023-03-03,CUST885,Female,52,Clothing,4,30,120
888,2023-03-03,CUST888,Female,52,Electronics,4,25,100
910,2023-03-06,CUST910,Female,20,Beauty,3,50,150
917,2023-03-06,CUST917,Female,57,Electronics,4,50,200
941,2023-03-19,CUST941,Female,57,Clothing,2,25,50
942,2023-03-18,CUST942,Male,51,Clothing,3,500,1500
947,2023-03-02,CUST947,Male,50,Beauty,1,300,300
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50
975,2023-03-30,CUST975,Female,56,Clothing,4,50,200
978,2023-03-22,CUST978,Female,53,Clothing,3,50,150
