Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
19,2023-09-16,CUST019,Female,62,Clothing,2,25,50
113,2023-09-13,CUST113,Female,41,Electronics,2,25,50
131,2023-09-18,CUST131,Female,21,Beauty,2,300,600
132,2023-09-10,CUST132,Male,42,Electronics,4,50,200
147,2023-09-28,CUST147,Male,23,Electronics,1,300,300
165,2023-09-14,CUST165,Female,60,Clothing,4,300,1200
167,2023-09-17,CUST167,Female,43,Clothing,3,50,150
172,2023-09-17,CUST172,Male,32,Beauty,2,25,50
179,2023-09-29,CUST179,Male,31,Electronics,1,300,300
183,2023-09-08,CUST183,Female,43,Beauty,3,300,900
194,2023-09-06,CUST194,Male,55,Clothing,4,50,200
196,2023-09-30,CUST196,Female,32,Clothing,3,300,900
200,2023-09-01,CUST200,Male,27,Beauty,3,50,150
204,2023-09-28,CUST204,Male,39,Beauty,1,25,25
218,2023-09-22,CUST218,Male,64,Beauty,3,30,90
241,2023-09-21,CUST241,Female,23,Electronics,3,25,75
245,2023-09-06,CUST245,Male,47,Clothing,3,30,90
296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200
297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000
312,2023-09-07,CUST312,Male,41,Clothing,4,30,120
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50
390,2023-09-28,CUST390,Male,39,Electronics,2,50,100
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100
523,2023-09-24,CUST523,Female,62,Electronics,1,300,300
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150
573,2023-09-19,CUST573,Male,49,Beauty,2,30,60
579,2023-09-21,CUST579,Female,38,Electronics,1,30,30
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600
604,2023-09-11,CUST604,Female,29,Electronics,4,50,200
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000
632,2023-09-16,CUST632,Female,26,Electronics,4,25,100
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600
643,2023-09-24,CUST643,Female,28,Electronics,3,30,90
644,2023-09-06,CUST644,Male,23,Beauty,3,25,75
682,2023-09-02,CUST682,Male,46,Beauty,4,300,1200
692,2023-09-07,CUST692,Female,64,Clothing,2,50,100
696,2023-09-06,CUST696,Female,50,Clothing,4,50,200
789,2023-09-30,CUST789,Female,61,Clothing,4,500,2000
794,2023-09-17,CUST794,Female,60,Beauty,1,300,300
799,2023-09-08,CUST799,Male,56,Electronics,2,50,100
809,2023-09-25,CUST809,Female,62,Beauty,2,50,100
814,2023-09-05,CUST814,Female,59,Clothing,1,500,500
832,2023-09-11,CUST832,Male,47,Beauty,4,500,2000
835,2023-09-07,CUST835,Male,37,Clothing,4,50,200
846,2023-09-22,CUST846,Male,42,Beauty,1,50,50
851,2023-09-08,CUST851,Male,32,Electronics,2,25,50
855,2023-09-01,CUST855,Male,54,Beauty,1,25,25
858,2023-09-09,CUST858,Male,23,Electronics,2,50,100
873,2023-09-29,CUST873,Female,27,Electronics,4,25,100
894,2023-09-05,CUST894,Male,52,Electronics,1,30,30
897,2023-09-26,CUST897,Female,64,Electronics,2,50,100
919,2023-09-09,CUST919,Female,22,Beauty,2,25,50
925,2023-09-03,CUST925,Male,25,Electronics,1,300,300
931,2023-09-02,CUST931,Male,30,Beauty,4,30,120
935,2023-09-09,CUST935,Female,34,Beauty,1,50,50
954,2023-09-25,CUST954,Female,50,Electronics,3,300,900
