Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
6,2023-04-25,CUST006,Female,45,Beauty,1,30,30
17,2023-04-22,CUST017,Female,27,Clothing,4,25,100
18,2023-04-30,CUST018,Female,47,Electronics,2,25,50
23,2023-04-12,CUST023,Female,35,Clothing,4,30,120
28,2023-04-23,CUST028,Female,43,Beauty,1,500,500
39,2023-04-21,CUST039,Male,23,Clothing,4,30,120
61,2023-04-09,CUST061,Male,21,Beauty,4,50,200
66,2023-04-27,CUST066,Female,45,Electronics,1,30,30
69,2023-04-30,CUST069,Female,56,Beauty,3,25,75
79,2023-04-18,CUST079,Male,34,Beauty,1,300,300
98,2023-04-23,CUST098,Female,55,Beauty,2,50,100
102,2023-04-28,CUST102,Female,47,Beauty,2,25,50
108,2023-04-19,CUST108,Female,27,Beauty,3,25,75
111,2023-04-19,CUST111,Female,34,Electronics,3,500,1500
129,2023-04-23,CUST129,Female,21,Beauty,2,300,600
166,2023-04-02,CUST166,Male,34,Clothing,4,500,2000
174,2023-04-12,CUST174,Female,39,Beauty,1,300,300
207,2023-04-19,CUST207,Female,42,Beauty,2,25,50
210,2023-04-13,CUST210,Male,37,Electronics,4,50,200
222,2023-04-26,CUST222,Male,51,Clothing,4,30,120
228,2023-04-28,CUST228,Female,59,Electronics,2,30,60
230,2023-04-23,CUST230,Male,54,Beauty,1,25,25
236,2023-04-28,CUST236,Female,54,Clothing,1,25,25
246,2023-04-20,CUST246,Female,48,Electronics,2,25,50
255,2023-04-08,CUST255,Male,48,Clothing,1,30,30
274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000
275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000
280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500
298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200
314,2023-04-08,CUST314,Male,52,Clothing,4,30,120
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500
450,2023-04-18,CUST450,Female,59,Beauty,2,25,50
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30
486,2023-04-09,CUST486,Female,35,Electronics,1,25,25
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100
527,2023-04-11,CUST527,Male,57,Clothing,2,25,50
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60
562,2023-04-18,CUST562,Male,54,Electronics,2,25,50
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000
588,2023-04-26,CUST588,Male,38,Electronics,2,30,60
589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000
601,2023-04-10,CUST601,Male,19,Clothing,1,30,30
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200
660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000
665,2023-04-20,CUST665,Male,57,Clothing,1,50,50
674,2023-04-16,CUST674,Female,38,Clothing,1,300,300
691,2023-04-23,CUST691,Female,51,Clothing,3,30,90
693,2023-04-23,CUST693,Male,41,Beauty,3,500,1500
719,2023-04-04,CUST719,Female,42,Clothing,2,30,60
724,2023-04-19,CUST724,Male,61,Clothing,3,50,150
738,2023-04-25,CUST738,Male,41,Clothing,2,50,100
745,2023-04-13,CUST745,Male,54,Beauty,2,50,100
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75
774,2023-04-12,CUST774,Female,40,Clothing,2,25,50
808,2023-04-01,CUST808,Male,33,Beauty,4,500,2000
834,2023-04-04,CUST834,Female,56,Beauty,2,30,60
836,2023-04-19,CUST836,Female,22,Clothing,1,50,50
847,2023-04-08,CUST847,Female,18,Electronics,4,300,1200
863,2023-04-24,CUST863,Female,30,Electronics,2,25,50
884,2023-04-29,CUST884,Female,26,Clothing,2,30,60
886,2023-04-09,CUST886,Male,37,Electronics,3,300,900
891,2023-04-05,CUST891,Male,41,Electronics,3,300,900
892,2023-04-09,CUST892,Male,20,Electronics,1,50,50
893,2023-04-21,CUST893,Male,49,Electronics,1,50,50
901,2023-04-10,CUST901,Male,31,Electronics,1,30,30
903,2023-04-27,CUST903,Female,51,Beauty,4,50,200
905,2023-04-02,CUST905,Male,58,Beauty,1,300,300
928,2023-04-05,CUST928,Female,35,Clothing,4,300,1200
953,2023-04-26,CUST953,Male,45,Beauty,3,30,90
967,2023-04-17,CUST967,Male,62,Beauty,1,25,25
969,2023-04-19,CUST969,Female,40,Clothing,3,300,900
987,2023-04-29,CUST987,Female,30,Clothing,3,300,900
995,2023-04-30,CUST995,Female,41,Clothing,1,30,30
1000,2023-04-12,CUST1000,Male,47,Electronics,4,30,120
